district,price,building_type,street,region,area,ceiling_height
Center,63500.0,stone,Abovyan St,Yerevan,39.0,2.8
Center,63500.0,monolit,G.Lusavorich St,Yerevan,62.0,2.8
Center,82000.0,other,Tsitsernakaberd Highway,Yerevan,70.0,3.0
Center,153000.0,panel,Sayat Nova Ave,Yerevan,98.0,2.8
Center,66000.0,monolit,Koghbatsi St,Yerevan,42.0,2.8
Center,63000.0,panel,Israelyan St,Yerevan,57.0,2.8
Center,66000.0,other,M.Khorenatsi St,Yerevan,51.0,3.0
Center,68000.0,stone,Heratsi St,Yerevan,90.0,2.8
Center,68000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,68000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,72000.0,monolit,Mashtots Ave,Yerevan,60.0,3.0
Center,63000.0,monolit,Moskovyan St,Yerevan,42.0,2.8
Center,68000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,72000.0,stone,Aram St,Yerevan,57.0,3.2
Center,72000.0,stone,Mashtots Ave,Yerevan,70.0,3.0
Center,72000.0,panel,Lalayants st,Yerevan,53.0,2.8
Center,68000.0,panel,E. Qochar St,Yerevan,82.0,2.8
Center,68000.0,stone,Tigran Mets Ave,Yerevan,58.0,2.8
Center,72000.0,panel,Zavaryan St,Yerevan,80.0,2.8
Center,68000.0,other,Argishti St,Yerevan,64.0,2.8
Center,205000.0,stone,Tumanyan 1 passage,Yerevan,144.0,3.0
Center,45000.0,monolit,Saryan St,Yerevan,48.0,3.0
Center,68000.0,other,Amiryan St,Yerevan,45.0,2.8
Center,65000.0,stone,Tigran Mets Ave,Yerevan,100.0,2.8
Center,65000.0,stone,Tigran Mets Ave,Yerevan,80.0,2.8
Center,65000.0,stone,Tumanyan St,Yerevan,35.0,3.2
Center,64500.0,panel,Amiryan St,Yerevan,70.0,2.8
Center,64000.0,panel,Bryusov St,Yerevan,55.0,2.8
Center,64000.0,stone,Heratsi St,Yerevan,70.0,3.0
Center,64000.0,panel,Bryusov St,Yerevan,55.0,2.8
Center,64000.0,stone,Tigran Mets Ave,Yerevan,76.0,3.0
Center,64000.0,stone,Nalbandyan St,Yerevan,49.0,2.8
Center,64000.0,other,Heratsi St,Yerevan,70.0,2.8
Center,65000.0,stone,Tigran Mets Ave,Yerevan,81.0,3.2
Center,65000.0,other,Saryan St,Yerevan,71.0,2.8
Center,65000.0,monolit,Israelyan St,Yerevan,64.0,2.8
Center,65000.0,stone,Charents St,Yerevan,67.0,3.2
Center,65000.0,stone,Charents St,Yerevan,67.0,3.0
Center,65000.0,panel,Mashtots Ave,Yerevan,47.0,2.8
Center,65000.0,monolit,M.Khorenatsi St,Yerevan,53.0,3.0
Center,65000.0,stone,Vardanants St,Yerevan,36.0,3.0
Center,65000.0,stone,Abovyan St,Yerevan,67.0,3.2
Center,65000.0,stone,Mashtots Ave,Yerevan,59.0,3.2
Center,65000.0,monolit,Arshakunyats Ave,Yerevan,103.0,2.8
Center,220000.0,panel,Pushkin St,Yerevan,108.0,3.0
Center,119000.0,stone,Tumanyan St,Yerevan,80.0,2.8
Center,68000.0,stone,Mashtots Ave,Yerevan,31.0,3.0
Center,68500.0,panel,E. Qochar St,Yerevan,78.0,3.0
Center,72000.0,panel,Nalbandyan St,Yerevan,54.0,2.8
Center,68500.0,panel,E. Qochar St,Yerevan,78.0,2.8
Center,68500.0,monolit,Heratsi St,Yerevan,79.0,2.8
Center,69000.0,other,M.Khorenatsi St,Yerevan,92.0,3.0
Center,69000.0,stone,M.Khorenatsi St,Yerevan,75.0,3.0
Center,69000.0,stone,Charents St,Yerevan,52.0,3.2
Center,72000.0,panel,Hin yerevantsi St,Yerevan,72.0,2.8
Center,71000.0,other,D. Demirchyan St,Yerevan,90.0,3.0
Center,72000.0,panel,Tigran Mets Ave,Yerevan,72.0,3.0
Center,71000.0,stone,Khanjyan St,Yerevan,80.0,3.0
Center,150000.0,monolit,Tsitsernakaberd Highway,Yerevan,115.0,2.8
Center,72000.0,stone,NarDos St,Yerevan,75.0,2.8
Center,60000.0,monolit,Argishti St,Yerevan,54.0,2.8
Center,95000.0,panel,Khanjyan St,Yerevan,88.0,2.8
Center,85000.0,stone,Charents St,Yerevan,106.0,3.0
Center,85000.0,stone,Nalbandyan St,Yerevan,35.0,2.8
Center,65000.0,panel,Saryan St,Yerevan,71.0,2.8
Center,250000.0,monolit,Northern Ave,Yerevan,100.0,2.8
Center,65000.0,monolit,M.Khorenatsi St,Yerevan,51.0,3.2
Center,65000.0,monolit,Argishti St,Yerevan,64.0,3.0
Center,65000.0,monolit,Argishti St,Yerevan,54.0,3.2
Center,65000.0,other,M.Khorenatsi St,Yerevan,51.0,2.8
Center,65000.0,panel,Tigran Mets Ave,Yerevan,67.0,2.8
Center,65000.0,monolit,Argishti St,Yerevan,53.0,2.8
Center,65000.0,stone,Tigran Mets Ave,Yerevan,86.0,3.2
Center,65000.0,stone,Khanjyan St,Yerevan,75.0,3.0
Center,65000.0,stone,Arshakunyats Ave,Yerevan,92.0,2.8
Center,65000.0,panel,Baghramyan Ave (Kentron),Yerevan,70.0,2.8
Center,65000.0,panel,M.Khorenatsi St,Yerevan,80.0,2.8
Center,65000.0,monolit,D. Demirchyan St,Yerevan,50.0,2.8
Center,65000.0,stone,Vardanants St,Yerevan,38.0,2.8
Center,65000.0,stone,Tigran Mets Ave,Yerevan,87.0,3.2
Center,65000.0,monolit,M.Khorenatsi St,Yerevan,53.0,3.0
Center,65000.0,panel,Heratsi St,Yerevan,74.0,2.8
Center,65000.0,panel,Kajaznuni St,Yerevan,68.0,2.8
Center,65000.0,stone,Tigran Mets Ave,Yerevan,87.0,3.2
Center,65000.0,panel,Kajaznuni St,Yerevan,81.0,2.8
Center,65000.0,stone,Mashtots Ave,Yerevan,50.0,2.8
Center,65000.0,panel,Saryan St,Yerevan,72.0,2.8
Center,65000.0,other,Kajaznuni St,Yerevan,81.0,3.0
Center,65000.0,panel,Amiryan St,Yerevan,67.0,2.8
Center,133000.0,monolit,Amiryan St,Yerevan,78.0,3.0
Center,300000.0,monolit,Aram St,Yerevan,136.0,3.0
Center,168000.0,monolit,Buzand St,Yerevan,82.0,3.0
Center,140000.0,panel,Sayat Nova Ave,Yerevan,100.0,2.8
Center,48000.0,stone,Tigran Mets Ave,Yerevan,48.0,2.8
Center,47000.0,panel,M.Khorenatsi St,Yerevan,42.0,2.8
Center,95000.0,stone,Mashtots Ave,Yerevan,142.0,3.0
Center,220000.0,other,Aram St,Yerevan,119.0,2.8
Center,80000.0,stone,Pushkin St,Yerevan,74.0,3.2
Center,60000.0,panel,Israelyan St,Yerevan,54.0,2.8
Center,143000.0,monolit,Tumanyan St,Yerevan,91.0,2.8
Center,80000.0,stone,Pushkin St,Yerevan,74.0,3.0
Center,41000.0,stone,Zavaryan St,Yerevan,43.0,2.8
Center,70000.0,other,E. Qochar St,Yerevan,100.0,2.8
Center,62000.0,other,Argishti St,Yerevan,57.0,3.0
Center,80000.0,stone,Vardanants St,Yerevan,78.0,2.8
Center,155000.0,stone,Abovyan St,Yerevan,90.0,3.2
Center,67000.0,panel,Zavaryan St,Yerevan,92.0,2.8
Center,75000.0,panel,Teryan St,Yerevan,43.0,2.8
Center,75000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,75000.0,panel,M.Khorenatsi St,Yerevan,100.0,2.8
Center,75000.0,stone,Buzand St,Yerevan,105.0,3.2
Center,75000.0,panel,Aghayan St,Yerevan,69.0,3.0
Center,75000.0,stone,Zakyan St,Yerevan,60.0,2.8
Center,75000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,75000.0,stone,D. Demirchyan St,Yerevan,73.0,2.8
Center,75000.0,panel,Charents St,Yerevan,110.0,3.0
Center,65000.0,panel,Teryan St,Yerevan,42.0,3.0
Center,75000.0,other,Lalayants st,Yerevan,53.0,2.8
Center,65000.0,other,M.Khorenatsi St,Yerevan,53.0,2.8
Center,65000.0,panel,Saryan St,Yerevan,71.0,2.8
Center,65000.0,panel,E. Qochar St,Yerevan,78.0,2.8
Center,65000.0,panel,Vardanants St,Yerevan,80.0,2.8
Center,65000.0,panel,E. Qochar St,Yerevan,82.0,2.8
Center,65000.0,stone,Vardanants St,Yerevan,42.0,2.8
Center,65000.0,stone,Mashtots Ave,Yerevan,37.0,3.0
Center,230000.0,stone,Pushkin St,Yerevan,120.0,3.0
Center,48000.0,panel,Mashtots Ave,Yerevan,42.0,2.8
Center,90000.0,stone,Israelyan St,Yerevan,90.0,3.2
Center,70000.0,panel,Vardanants St,Yerevan,76.0,2.8
Center,73000.0,monolit,Aygestan 9 St,Yerevan,95.0,2.8
Center,160000.0,monolit,Amiryan St,Yerevan,110.0,3.0
Center,85000.0,monolit,Tsitsernakaberd Highway,Yerevan,60.0,2.8
Center,160000.0,stone,Hanrapetutyan St,Yerevan,94.0,3.0
Center,67000.0,monolit,NarDos St,Yerevan,48.0,2.8
Center,110000.0,other,Mashtots Ave,Yerevan,70.0,2.8
Center,260000.0,other,Pushkin St,Yerevan,120.0,2.8
Center,145000.0,other,Tsitsernakaberd Highway,Yerevan,114.0,3.0
Center,125000.0,other,Rostom St,Yerevan,130.0,2.8
Center,68000.0,stone,Hanrapetutyan St,Yerevan,62.0,2.8
Center,216000.0,stone,Baghramyan Ave (Kentron),Yerevan,114.0,3.2
Center,269000.0,monolit,Amiryan St,Yerevan,149.0,3.0
Center,65000.0,other,Amiryan St,Yerevan,70.0,2.8
Center,73000.0,stone,Bayron St,Yerevan,70.0,3.2
Center,97000.0,stone,Charents St,Yerevan,70.0,2.8
Center,111000.0,stone,Paronyan St,Yerevan,76.0,2.8
Center,95000.0,other,Yekmalyan St,Yerevan,72.0,3.0
Center,155000.0,other,Saryan St,Yerevan,80.0,3.0
Center,75000.0,panel,E. Qochar St,Yerevan,78.0,2.8
Center,98000.0,stone,Sayat Nova Ave,Yerevan,58.0,3.0
Center,63000.0,stone,Heratsi St,Yerevan,71.0,2.8
Center,63000.0,stone,Saryan St,Yerevan,35.0,3.2
Center,95000.0,stone,Tumanyan St,Yerevan,72.0,3.0
Center,63000.0,stone,Kajaznuni St,Yerevan,81.0,2.8
Center,63000.0,monolit,Argishti St,Yerevan,52.0,3.0
Center,63000.0,monolit,M.Khorenatsi St,Yerevan,51.0,3.0
Center,63000.0,stone,Saryan St,Yerevan,35.0,2.8
Center,63000.0,monolit,D. Demirchyan St,Yerevan,52.0,2.8
Center,63000.0,other,Nalbandyan St,Yerevan,45.0,2.8
Center,63000.0,stone,Abovyan St,Yerevan,95.0,3.2
Center,63000.0,stone,A.Petrosyan St,Yerevan,37.0,2.8
Center,65000.0,panel,Saryan St,Yerevan,72.0,2.8
Center,70000.0,panel,Amiryan St,Yerevan,50.0,2.8
Center,160000.0,monolit,Mashtots Ave,Yerevan,143.0,3.0
Center,90000.0,monolit,M.Khorenatsi St,Yerevan,97.0,3.0
Center,90000.0,panel,Sayat Nova Ave,Yerevan,65.0,2.8
Center,78000.0,stone,Mashtots Ave,Yerevan,63.0,2.8
Center,73000.0,panel,Nalbandyan St,Yerevan,53.0,3.0
Center,65000.0,stone,Tigran Mets Ave,Yerevan,78.0,3.0
Center,165000.0,monolit,Mashtots Ave,Yerevan,147.0,3.0
Center,50000.0,panel,Israelyan St,Yerevan,55.0,2.8
Center,60000.0,stone,Tigran Mets Ave,Yerevan,44.0,2.8
Center,60000.0,other,Tigran Mets Ave,Yerevan,46.0,2.8
Center,85000.0,stone,Mashtots Ave,Yerevan,137.0,3.0
Center,85000.0,monolit,M.Khorenatsi St,Yerevan,97.0,3.0
Center,85000.0,stone,Hanrapetutyan St,Yerevan,52.0,3.0
Center,85000.0,panel,Saryan St,Yerevan,60.0,2.8
Center,85000.0,stone,Charents St,Yerevan,100.0,3.0
Center,85000.0,panel,Aghayan St,Yerevan,50.0,2.8
Center,85000.0,monolit,Baghramyan Ave (Kentron),Yerevan,83.0,2.8
Center,85000.0,stone,Tigran Mets Ave,Yerevan,101.0,3.2
Center,85000.0,stone,A.Manukyan St,Yerevan,68.0,3.0
Center,59000.0,other,Mashtots Ave,Yerevan,46.0,3.0
Center,59000.0,stone,Mashtots Ave,Yerevan,56.0,2.8
Center,59000.0,panel,Hanrapetutyan St,Yerevan,41.0,2.8
Center,59000.0,panel,NarDos St,Yerevan,67.0,2.8
Center,59000.0,panel,NarDos St,Yerevan,98.0,2.8
Center,225000.0,stone,Pushkin St,Yerevan,120.0,3.2
Center,75000.0,stone,Heratsi St,Yerevan,115.0,3.0
Center,75000.0,monolit,Saralanj St,Yerevan,61.0,3.2
Center,66000.0,stone,Heratsi St,Yerevan,72.0,3.2
Center,73000.0,stone,Mashtots Ave,Yerevan,60.0,3.2
Center,78000.0,panel,Teryan St,Yerevan,47.0,3.0
Center,65000.0,stone,Tigran Mets Ave,Yerevan,85.0,3.2
Center,65000.0,stone,Abovyan St,Yerevan,95.0,3.2
Center,60000.0,panel,E. Qochar St,Yerevan,100.0,2.8
Center,60000.0,panel,Aghayan St,Yerevan,49.0,2.8
Center,60000.0,panel,Zavaryan St,Yerevan,92.0,2.8
Center,59900.0,stone,Tigran Mets Ave,Yerevan,80.0,2.8
Center,59500.0,monolit,Agatangeghos St,Yerevan,76.0,2.8
Center,59000.0,panel,E. Qochar St,Yerevan,90.0,2.8
Center,45000.0,other,Aygestan 11 dead end,Yerevan,44.0,2.8
Center,150000.0,stone,Sayat Nova Ave,Yerevan,90.0,2.8
Center,165000.0,stone,Tumanyan St,Yerevan,98.0,3.0
Center,160000.0,stone,Isahakyan St,Yerevan,105.0,3.2
Center,145000.0,monolit,Antarayin St,Yerevan,145.0,3.0
Center,78000.0,stone,Sayat Nova Ave,Yerevan,72.0,3.2
Center,50000.0,other,Argishti St,Yerevan,54.0,2.8
Center,210000.0,stone,Tamanyan St,Yerevan,70.0,3.2
Center,140000.0,monolit,Hin yerevantsi St,Yerevan,67.0,3.0
Center,67500.0,monolit,Amiryan St,Yerevan,27.0,3.0
Center,130000.0,panel,Nalbandyan St,Yerevan,81.0,2.8
Center,78000.0,stone,Heratsi St,Yerevan,75.0,2.8
Center,80000.0,panel,Amiryan St,Yerevan,67.0,2.8
Center,80000.0,panel,Amiryan St,Yerevan,67.0,2.8
Center,85000.0,monolit,Buzand St,Yerevan,50.0,3.2
Center,80000.0,panel,Amiryan St,Yerevan,70.0,2.8
Center,140000.0,stone,Hanrapetutyan St,Yerevan,111.0,2.8
Center,123000.0,stone,Tumanyan St,Yerevan,80.0,2.8
Center,85000.0,stone,Vardanants St,Yerevan,76.0,3.0
Center,85000.0,panel,Aghayan St,Yerevan,50.0,2.8
Center,85000.0,stone,Vardanants St,Yerevan,105.0,2.8
Center,85000.0,panel,Abovyan St,Yerevan,75.0,2.8
Center,85000.0,panel,Mashtots Ave,Yerevan,73.0,2.8
Center,85000.0,stone,Mashtots Ave,Yerevan,68.0,2.8
Center,85000.0,monolit,Mashtots Ave,Yerevan,67.0,2.8
Center,85000.0,monolit,Amiryan St,Yerevan,75.0,3.0
Center,85000.0,monolit,Tsitsernakaberd Highway,Yerevan,75.0,3.2
Center,85000.0,monolit,Tsitsernakaberd Highway,Yerevan,84.0,3.0
Center,85000.0,panel,Tigran Mets Ave,Yerevan,96.0,2.8
Center,85000.0,panel,Moskovyan St,Yerevan,76.0,2.8
Center,85000.0,monolit,Ler. Kamsar St,Yerevan,80.0,3.2
Center,85000.0,monolit,Tsitsernakaberd Highway,Yerevan,101.0,3.2
Center,85000.0,panel,Rostom St,Yerevan,74.0,3.2
Center,85000.0,stone,Vardanants St,Yerevan,96.0,3.2
Center,85000.0,stone,Deghatan St,Yerevan,85.0,2.8
Center,85000.0,stone,Abovyan St,Yerevan,35.0,2.8
Center,175000.0,stone,Charents St,Yerevan,98.0,2.8
Center,75000.0,stone,Tigran Mets Ave,Yerevan,78.0,3.0
Center,72000.0,stone,Heratsi St,Yerevan,120.0,2.8
Center,57000.0,stone,Nalbandyan St,Yerevan,37.0,3.2
Center,57000.0,panel,Tigran Mets Ave,Yerevan,79.0,2.8
Center,57000.0,stone,Tigran Mets Ave,Yerevan,40.0,2.8
Center,57000.0,monolit,Amiryan St,Yerevan,48.0,3.0
Center,80000.0,monolit,Ler. Kamsar St,Yerevan,72.0,3.0
Center,150000.0,other,Teryan St,Yerevan,120.0,2.8
Center,120000.0,other,Tumanyan St,Yerevan,63.0,2.8
Center,95000.0,panel,Hanrapetutyan St,Yerevan,92.0,2.8
Center,70000.0,stone,Leo St,Yerevan,63.0,2.8
Center,57000.0,monolit,Tsitsernakaberd Highway,Yerevan,67.0,3.0
Center,57000.0,panel,Amiryan St,Yerevan,41.0,2.8
Center,57000.0,panel,Lalayants st,Yerevan,49.0,2.8
Center,57000.0,panel,NarDos St,Yerevan,78.0,2.8
Center,56800.0,panel,Amiryan St,Yerevan,40.0,2.8
Center,78000.0,stone,Paronyan St,Yerevan,78.0,2.8
Center,93000.0,stone,Tigran Mets Ave,Yerevan,84.0,3.0
Center,95000.0,panel,Koghbatsi St,Yerevan,87.0,2.8
Center,47000.0,panel,D. Demirchyan St,Yerevan,43.0,2.8
Center,51000.0,other,Sayat Nova Ave,Yerevan,33.0,2.8
Center,55000.0,monolit,Argishti St,Yerevan,55.0,2.8
Center,55000.0,panel,Saryan St,Yerevan,41.0,2.8
Center,55000.0,stone,Aygestan St,Yerevan,61.0,3.0
Center,55000.0,panel,E. Qochar St,Yerevan,94.0,2.8
Center,55000.0,panel,NarDos St,Yerevan,100.0,2.8
Center,55000.0,monolit,Argishti St,Yerevan,53.0,3.2
Center,55000.0,monolit,Argishti St,Yerevan,56.0,2.8
Center,55000.0,panel,Kajaznuni St,Yerevan,80.0,2.8
Center,54000.0,panel,Tigran Mets Ave,Yerevan,42.0,2.8
Center,54500.0,stone,Tigran Mets Ave,Yerevan,80.0,2.8
Center,54000.0,panel,Tigran Mets Ave,Yerevan,67.0,2.8
Center,54000.0,panel,Tigran Mets Ave,Yerevan,42.0,2.8
Center,54000.0,monolit,Yekmalyan St,Yerevan,42.0,3.0
Center,72000.0,panel,Vardanants St,Yerevan,77.0,2.8
Center,26000.0,panel,NarDos St,Yerevan,42.0,2.8
Center,55000.0,other,M.Khorenatsi St,Yerevan,60.0,2.8
Center,68000.0,stone,Mashtots Ave,Yerevan,32.0,3.2
Center,64000.0,panel,Bryusov St,Yerevan,55.0,2.8
Center,115000.0,stone,Saryan St,Yerevan,93.0,2.8
Center,250000.0,monolit,Verin Antarayin,Yerevan,148.0,3.2
Center,155000.0,stone,Tumanyan St,Yerevan,100.0,3.2
Center,250000.0,monolit,Vardanants St,Yerevan,130.0,3.0
Center,140000.0,stone,Isahakyan St,Yerevan,93.0,3.2
Center,300000.0,monolit,Aram St,Yerevan,125.0,3.0
Center,220000.0,monolit,Aram St,Yerevan,136.0,3.0
Center,235000.0,monolit,Yekmalyan St,Yerevan,119.0,3.0
Center,76000.0,panel,Zavaryan St,Yerevan,92.0,2.8
Center,54000.0,stone,Tigran Mets Ave,Yerevan,37.0,2.8
Center,54000.0,panel,E. Qochar St,Yerevan,76.0,2.8
Center,54000.0,monolit,Argishti St,Yerevan,54.0,2.8
Center,53000.0,monolit,Argishti St,Yerevan,56.0,3.0
Center,53000.0,monolit,M.Khorenatsi St,Yerevan,43.0,3.0
Center,53000.0,monolit,Argishti St,Yerevan,56.0,3.0
Center,53000.0,stone,Mashtots Ave,Yerevan,58.0,2.8
Center,53000.0,panel,Lalayants st,Yerevan,44.0,3.0
Center,53000.0,other,Sayat Nova Ave,Yerevan,32.0,2.8
Center,53000.0,panel,Tigran Mets Ave,Yerevan,67.0,2.8
Center,53000.0,monolit,Argishti St,Yerevan,56.0,2.8
Center,53000.0,stone,Arshakunyats Ave,Yerevan,62.0,3.2
Center,53000.0,stone,Heratsi St,Yerevan,55.0,2.8
Center,53000.0,monolit,Kajaznuni St,Yerevan,77.0,2.8
Center,53000.0,panel,Saryan St,Yerevan,41.0,2.8
Center,53000.0,panel,Amiryan St,Yerevan,43.0,2.8
Center,53000.0,panel,Israelyan St,Yerevan,54.0,2.8
Center,53000.0,stone,Tigran Mets Ave,Yerevan,65.0,2.8
Center,53000.0,panel,M.Khorenatsi St,Yerevan,50.0,2.8
Center,53000.0,monolit,Argishti St,Yerevan,56.0,2.8
Center,52000.0,stone,Tigran Mets Ave,Yerevan,70.0,3.0
Center,52000.0,panel,Kajaznuni St,Yerevan,67.0,2.8
Center,52000.0,monolit,Argishti St,Yerevan,55.0,3.2
Center,52000.0,panel,Amiryan St,Yerevan,42.0,2.8
Center,52000.0,stone,Nalbandyan St,Yerevan,45.0,2.8
Center,52000.0,panel,Koghbatsi St,Yerevan,42.0,2.8
Center,52000.0,stone,Sayat Nova Ave,Yerevan,38.0,3.2
Center,52000.0,monolit,Argishti St,Yerevan,53.0,3.0
Center,52000.0,panel,Kajaznuni St,Yerevan,40.0,2.8
Center,52000.0,panel,Zakyan St,Yerevan,41.0,2.8
Center,52000.0,panel,Pushkin St,Yerevan,46.0,2.8
Center,75000.0,monolit,Argishti St,Yerevan,58.0,2.8
Center,52000.0,stone,Tigran Mets Ave,Yerevan,80.0,2.8
Center,150000.0,monolit,Amiryan St,Yerevan,78.0,3.0
Center,114000.0,stone,Kajaznuni St,Yerevan,96.0,2.8
Center,68000.0,other,Rostom St,Yerevan,90.0,2.8
Center,85000.0,panel,E. Qochar St,Yerevan,100.0,2.8
Center,53000.0,other,Tigran Mets Ave,Yerevan,68.0,2.8
Center,40000.0,panel,M.Khorenatsi St,Yerevan,80.0,2.8
Center,51000.0,panel,Pushkin St,Yerevan,47.0,2.8
Center,51000.0,panel,Tigran Mets Ave,Yerevan,42.0,2.8
Center,48000.0,monolit,Vardanants St,Yerevan,42.0,2.8
Center,51000.0,stone,Tigran Mets Ave,Yerevan,67.0,3.2
Center,51000.0,panel,Koghbatsi St,Yerevan,41.0,2.8
Center,51000.0,panel,M.Khorenatsi St,Yerevan,72.0,2.8
Center,50000.0,panel,Tigran Mets Ave,Yerevan,43.0,2.8
Center,51000.0,panel,Koghbatsi St,Yerevan,41.0,2.8
Center,50000.0,stone,Zakyan St,Yerevan,52.0,2.6
Center,50000.0,panel,M.Khorenatsi St,Yerevan,73.0,2.8
Center,50000.0,monolit,Argishti St,Yerevan,56.0,2.8
Center,50000.0,stone,Tigran Mets Ave,Yerevan,54.0,2.6
Center,50000.0,monolit,Argishti St,Yerevan,44.0,3.0
Center,50000.0,panel,Kajaznuni St,Yerevan,41.0,2.8
Center,95000.0,other,Charents St,Yerevan,106.0,2.8
Center,65000.0,stone,Tigran Mets Ave,Yerevan,72.0,3.2
Center,89000.0,stone,Nalbandyan St,Yerevan,40.0,3.0
Center,270000.0,monolit,Buzand St,Yerevan,135.0,3.2
Center,250000.0,stone,Abovyan St,Yerevan,100.0,2.8
Center,49000.0,panel,Bryusov St,Yerevan,58.0,2.8
Center,52000.0,stone,Tigran Mets Ave,Yerevan,65.0,2.8
Center,70000.0,stone,Leo St,Yerevan,63.0,2.8
Center,150000.0,stone,Sayat Nova Ave,Yerevan,70.0,2.8
Center,80000.0,stone,Tigran Mets Ave,Yerevan,80.0,2.6
Center,70000.0,stone,Abovyan St,Yerevan,58.0,3.2
Center,91000.0,panel,Amiryan St,Yerevan,69.0,2.8
Center,92000.0,stone,Nalbandyan St,Yerevan,78.0,3.2
Center,92000.0,stone,Abovyan St,Yerevan,79.0,2.8
Center,92000.0,stone,Charents St,Yerevan,92.0,3.2
Center,92000.0,panel,Koghbatsi St,Yerevan,95.0,3.0
Center,92000.0,panel,Koghbatsi St,Yerevan,95.0,3.0
Center,92000.0,stone,Saryan St,Yerevan,96.0,2.8
Center,92000.0,panel,Koghbatsi St,Yerevan,92.0,2.8
Center,92000.0,monolit,Sayat Nova Ave,Yerevan,54.0,2.8
Center,92000.0,monolit,Koghbatsi St,Yerevan,95.0,2.8
Center,92000.0,stone,Bayron St,Yerevan,70.0,3.0
Center,92000.0,stone,Teryan St,Yerevan,70.0,2.8
Center,92000.0,panel,Koghbatsi St,Yerevan,94.0,2.8
Center,100000.0,other,Tamanyan St,Yerevan,92.0,2.8
Center,100000.0,stone,D. Demirchyan St,Yerevan,82.0,3.0
Center,92000.0,stone,D. Demirchyan St,Yerevan,96.0,3.2
Center,100000.0,panel,Moskovyan St,Yerevan,75.0,2.8
Center,100000.0,stone,Saryan St,Yerevan,95.0,3.2
Center,100000.0,panel,Moskovyan St,Yerevan,72.0,2.8
Center,100000.0,monolit,Argishti St,Yerevan,111.0,3.0
Center,100000.0,stone,Vardanants St,Yerevan,75.0,2.8
Center,100000.0,monolit,Vardanants St,Yerevan,118.0,2.8
Center,49000.0,monolit,Saryan St,Yerevan,48.0,2.8
Center,100000.0,monolit,Buzand St,Yerevan,96.0,3.0
Center,49000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,49000.0,other,Tigran Mets Ave,Yerevan,48.0,2.8
Center,100000.0,monolit,M.Khorenatsi St,Yerevan,136.0,3.0
Center,49000.0,panel,Kajaznuni St,Yerevan,52.0,2.8
Center,103000.0,stone,Vardanants St,Yerevan,75.0,2.8
Center,104000.0,monolit,Leo St,Yerevan,67.0,3.2
Center,105000.0,stone,Charents St,Yerevan,70.0,2.8
Center,105000.0,stone,Nalbandyan St,Yerevan,117.0,3.2
Center,105000.0,stone,Vardanants St,Yerevan,80.0,2.8
Center,105000.0,stone,Moskovyan St,Yerevan,62.0,2.8
Center,105000.0,panel,M. Baghramyan av 1 passage,Yerevan,67.0,2.8
Center,105000.0,monolit,Argishti St,Yerevan,106.0,3.0
Center,105000.0,stone,Leo St,Yerevan,105.0,3.2
Center,105000.0,stone,Koryun St,Yerevan,106.0,2.8
Center,105000.0,stone,Charents St,Yerevan,67.0,3.0
Center,105000.0,panel,Tumanyan St,Yerevan,45.0,2.8
Center,105000.0,stone,Nar Dos 1 alley,Yerevan,92.0,2.8
Center,105000.0,stone,Khanjyan St,Yerevan,80.0,3.0
Center,105000.0,monolit,Amiryan St,Yerevan,65.0,3.0
Center,105000.0,stone,Nalbandyan St,Yerevan,57.0,2.8
Center,105000.0,stone,Aram St,Yerevan,98.0,2.8
Center,105000.0,stone,Saryan St,Yerevan,110.0,3.0
Center,105000.0,stone,D. Demirchyan St,Yerevan,113.0,2.8
Center,105000.0,panel,M.Khorenatsi St,Yerevan,115.0,2.8
Center,105000.0,stone,Hanrapetutyan St,Yerevan,80.0,3.2
Center,105000.0,stone,Charents St,Yerevan,67.0,3.2
Center,105000.0,panel,Saryan St,Yerevan,87.0,2.8
Center,105000.0,stone,Khanjyan St,Yerevan,71.0,3.2
Center,105000.0,panel,Abovyan St,Yerevan,94.0,2.8
Center,105000.0,panel,Pushkin St,Yerevan,93.0,3.0
Center,105000.0,other,Leo St,Yerevan,97.0,2.8
Center,105000.0,monolit,Argishti St,Yerevan,111.0,3.0
Center,105000.0,monolit,Argishti St,Yerevan,112.0,3.0
Center,105000.0,other,Koryun St,Yerevan,105.0,2.8
Center,105000.0,panel,M.Khorenatsi St,Yerevan,100.0,2.8
Center,105000.0,stone,Abovyan St,Yerevan,38.0,2.8
Center,105000.0,stone,Paronyan St,Yerevan,62.0,3.2
Center,105000.0,panel,Sayat Nova Ave,Yerevan,75.0,2.8
Center,105000.0,monolit,Argishti St,Yerevan,112.0,3.0
Center,105000.0,stone,Khanjyan St,Yerevan,80.0,3.0
Center,60000.0,panel,M.Khorenatsi St,Yerevan,72.0,2.8
Center,165000.0,stone,Abovyan St,Yerevan,92.0,3.2
Center,50000.0,panel,NarDos St,Yerevan,72.0,2.8
Center,99000.0,panel,Khanjyan St,Yerevan,88.0,2.8
Center,75000.0,panel,E. Qochar St,Yerevan,90.0,2.8
